open_time,open,high,low,close,volume,close_time,quote_volume,n_trades
1513348200,17714.11,17751.17,17640.0,17651.0,64.684969,1513349099,1143886.07501154,778
1513349100,17673.88,17739.99,17620.07,17680.42,72.672607,1513349999,1285091.20710021,974
1513350000,17664.67,17750.0,17620.07,17670.0,59.075065,1513350899,1042580.71763342,891
1513350900,17670.0,17679.81,17400.0,17424.2,119.966973,1513351799,2102327.76481548,1136
1513351800,17449.19,17586.76,17430.0,17584.0,61.934635,1513352699,1083307.60459816,921
1513352700,17575.02,17623.0,17521.0,17542.81,112.931901,1513353599,1983317.3163944,840
1513353600,17549.5,17638.0,17469.6,17627.96,100.729132,1513354499,1770717.12023211,693
1513354500,17624.92,17749.5,17600.68,17650.27,85.134227,1513355399,1501739.80421787,690
1513355400,17650.27,17700.0,17600.97,17621.98,72.016675,1513356299,1270858.22990906,498
1513356300,17622.0,17624.0,17454.04,17573.01,116.414603,1513357199,2044331.33816181,668
1513357200,17550.02,17600.0,17458.77,17490.45,74.840621,1513358099,1308971.3566066,590
1513358100,17490.45,17550.0,17490.45,17530.0,70.090738,1513358999,1227229.7040793,567
1513359000,17530.0,17750.0,17521.0,17581.41,78.844623,1513359899,1385536.66002289,646
1513359900,17581.41,17598.94,17509.0,17521.12,77.500929,1513360799,1359366.58585556,523
1513360800,17520.77,17525.0,17400.1,17479.96,140.940319,1513361699,2463545.93184218,814
1513361700,17479.96,17500.1,17445.0,17499.0,96.623456,1513362599,1688964.91307825,722
1513362600,17500.1,17598.98,17450.05,17582.49,58.424742,1513363499,1024509.10086547,488
1513363500,17570.81,17754.36,17570.81,17699.94,66.189063,1513364399,1166604.53983307,409
1513364400,17699.94,17850.0,17614.0,17614.0,58.928787,1513365299,1047278.40271664,742
1513365300,17721.98,17749.95,17532.62,17600.0,69.37513,1513366199,1223814.54161025,677
1513366200,17584.0,17716.53,17557.4,17580.0,80.169431,1513367099,1413296.85810807,497
1513367100,17580.0,17652.91,17580.0,17636.98,61.845576,1513367999,1089016.97791975,453
1513368000,17621.81,17660.02,17545.0,17609.0,76.964062,1513368899,1354042.1064444,449
1513368900,17613.12,17732.09,17609.0,17674.54,35.263399,1513369799,623018.10592494,302
1513369800,17699.81,17775.09,17664.0,17761.02,21.93282,1513370699,388730.13960031,305
1513370700,17761.02,17769.0,17663.02,17709.99,53.962482,1513371599,956826.68640613,439
1513371600,17710.0,17780.57,17695.27,17705.27,55.682812,1513372499,987387.6620152,442
1513372500,17705.27,17722.15,17367.08,17478.0,83.267263,1513373399,1460601.89153264,785
1513373400,17477.99,17579.09,17298.98,17420.02,106.311343,1513374299,1852551.10249451,767
1513374300,17423.02,17645.31,17420.01,17550.02,36.149233,1513375199,634017.38108958,386
1513375200,17552.02,17626.81,17440.0,17499.9,80.775962,1513376099,1416838.00057782,658
1513376100,17469.96,17560.0,17240.0,17370.01,91.457584,1513376999,1586932.45754104,668
1513377000,17370.01,17459.44,17350.0,17351.0,48.52671,1513377899,844170.82425385,400
1513377900,17351.0,17536.77,17351.0,17502.72,55.885097,1513378799,974096.00636885,452
1513378800,17536.0,17558.99,17451.0,17490.0,54.215906,1513379699,949413.80686577,350
1513379700,17513.99,17627.9,17490.0,17528.88,73.76852,1513380599,1296196.06279138,360
1513380600,17515.96,17540.72,17397.0,17399.02,85.296153,1513381499,1488994.15815821,401
1513381500,17399.02,17549.0,17398.99,17539.83,59.962742,1513382399,1045100.37204846,421
1513382400,17516.81,17571.99,17377.01,17490.0,74.828,1513383299,1307554.0300144,408
1513383300,17450.21,17552.43,17432.58,17527.46,47.993628,1513384199,840028.91543271,359
1513384200,17527.47,17605.43,17416.07,17535.0,77.142865,1513385099,1350383.03494359,585
1513385100,17535.0,17638.38,17535.0,17577.99,62.270071,1513385999,1095312.56068695,655
1513386000,17566.0,17579.22,17450.37,17500.2,100.784164,1513386899,1762723.70287679,647
1513386900,17500.2,17550.0,17475.5,17500.13,71.747951,1513387799,1256859.81285855,462
1513387800,17538.96,17538.96,17400.02,17400.16,98.394889,1513388699,1720081.54749552,686
1513388700,17400.18,17549.69,17400.08,17460.0,61.279116,1513389599,1069707.56126929,534
1513389600,17460.0,17538.99,17420.0,17480.0,21.478577,1513390499,375096.12725821,442
1513390500,17480.0,17549.0,17480.0,17499.96,23.776732,1513391399,415847.27612418,390
1513391400,17480.01,17500.0,17400.0,17401.19,31.080377,1513392299,542473.08780438,376
1513392300,17401.0,17418.67,17267.0,17350.0,31.545933,1513393199,546944.54658429,484
1513393200,17287.38,17408.0,17235.0,17308.12,27.760651,1513394099,480752.50063534,394
1513394100,17308.59,17390.0,17307.94,17377.99,23.798002,1513394999,412830.54739793,402
1513395000,17377.99,17377.99,17251.34,17275.0,29.859187,1513395899,517458.3386752,400
1513395900,17275.0,17300.8,17190.01,17250.0,81.661338,1513396799,1408347.03951444,634
1513396800,17245.0,17370.0,17240.0,17358.01,43.330509,1513397699,750154.47025574,474
1513397700,17358.01,17450.0,17281.01,17421.03,107.210361,1513398599,1862628.07912627,637
1513398600,17435.15,17489.0,17310.1,17388.0,52.68995,1513399499,917262.63399077,459
1513399500,17388.0,17488.76,17361.08,17437.06,35.583743,1513400399,619511.59704039,419
1513400400,17455.0,17500.0,17437.02,17469.57,10.190342,1513401299,178107.06271864,256
1513401300,17497.98,17524.4,17460.0,17468.05,28.620415,1513402199,500381.22082927,318
1513402200,17468.05,17472.33,17412.05,17441.0,11.103405,1513403099,193838.83849863,309
1513403100,17440.0,17498.0,17412.08,17489.0,11.056245,1513403999,192898.42792893,293
1513404000,17488.81,17500.0,17397.76,17455.0,30.355128,1513404899,529378.34402459,703
1513404900,17442.64,17549.96,17430.29,17531.99,50.405552,1513405799,881294.87882327,418
1513405800,17531.99,17625.0,17508.79,17600.02,44.766025,1513406699,786138.75156437,457
1513406700,17624.99,17699.49,17535.0,17625.88,81.337646,1513407599,1432246.38536393,578
1513407600,17619.61,17675.0,17613.35,17670.01,84.708224,1513408499,1493638.31500445,623
1513408500,17680.0,17790.09,17663.0,17790.0,38.573214,1513409399,684202.44204338,545
1513409400,17790.0,17827.99,17640.01,17729.88,31.289232,1513410299,555768.88046458,516
1513410300,17729.88,17749.92,17649.97,17677.54,23.061061,1513411199,407609.33351918,373
1513411200,17677.54,17749.97,17652.12,17656.0,14.714066,1513412099,260599.55142249,351
1513412100,17656.0,17656.0,17585.0,17619.98,15.39938,1513412999,271475.33058003,240
1513413000,17614.98,17639.99,17532.05,17599.8,18.618383,1513413899,327422.46338477,348
1513413900,17599.8,17770.0,17571.0,17720.0,19.428805,1513414799,343253.11744418,548
1513414800,17720.0,17744.0,17689.0,17739.98,21.250504,1513415699,376611.30558377,482
1513415700,17740.0,17755.0,17688.05,17733.0,8.856132,1513416599,157046.20569754,359
1513416600,17733.0,17770.0,17724.0,17770.0,7.847204,1513417499,139232.27438495,221
1513417500,17755.0,17800.0,17740.0,17788.0,17.685379,1513418399,314450.60266737,284
1513418400,17788.0,17789.98,17700.0,17759.99,15.618883,1513419299,277428.45292729,266
1513419300,17759.99,17849.95,17759.99,17834.01,19.820366,1513420199,353107.24771497,446
1513420200,17834.01,17834.01,17708.01,17730.03,17.093277,1513421099,303401.87486438,473
1513421100,17776.6,17776.6,17730.0,17775.39,12.249345,1513421999,217483.16592374,311
1513422000,17760.0,17777.0,17735.56,17770.0,26.746497,1513422899,475023.96708306,430
1513422900,17748.39,17834.21,17740.5,17807.0,19.229726,1513423799,342039.04768126,440
1513423800,17807.0,17888.03,17790.0,17888.03,30.410647,1513424699,542295.40940503,455
1513424700,17875.0,17898.0,17800.21,17829.99,60.184731,1513425599,1073830.96785294,572
1513425600,17830.0,17900.0,17811.0,17899.03,80.138799,1513426499,1431842.37407576,533
1513426500,17899.02,17900.05,17820.0,17847.0,119.337817,1513427399,2132279.12491806,707
1513427400,17847.0,17875.47,17800.01,17844.98,17.479082,1513428299,311823.34047138,454
1513428300,17840.0,17919.04,17838.02,17919.0,25.351944,1513429199,453571.21961127,381
1513429200,17919.0,18076.45,17900.01,18058.32,57.51197,1513430099,1034132.84716382,907
1513430100,18058.32,18237.0,18020.0,18199.99,75.960439,1513430999,1379479.64183155,1107
1513431000,18199.99,18335.0,18120.0,18184.19,71.738885,1513431899,1309191.98004527,1112
1513431900,18184.38,18232.29,17945.31,18220.0,68.677202,1513432799,1246603.24565864,1394
1513432800,18220.0,18273.0,18178.0,18197.0,39.69767,1513433699,723321.13233692,798
1513433700,18197.0,18479.0,18197.0,18377.83,32.156274,1513434599,588082.61239986,543
1513434600,18399.98,18450.0,18302.0,18371.04,29.666552,1513435499,545759.60585359,554
1513435500,18370.86,18555.0,18370.86,18540.0,58.363783,1513436399,1079583.25126032,675
1513436400,18555.0,18620.0,18420.0,18550.02,65.250091,1513437299,1207299.9309955,912
1513437300,18597.99,18600.0,18454.01,18550.0,63.119667,1513438199,1169663.92898449,681
1513438200,18550.0,18782.0,18548.16,18754.0,116.994692,1513439099,2182460.3743704,885
1513439100,18781.5,18800.89,18680.06,18751.02,116.899698,1513439999,2193028.35075967,879
1513440000,18751.01,18820.0,18579.98,18700.0,106.776199,1513440899,1997608.35096453,956
1513440900,18700.0,18758.03,18400.0,18455.0,79.767135,1513441799,1480492.06082473,1023
1513441800,18455.0,18627.66,18365.0,18450.0,60.147901,1513442699,1111818.37523531,668
1513442700,18516.0,18690.0,18455.02,18669.0,35.473595,1513443599,660291.3984483,518
1513443600,18669.0,18720.02,18645.0,18679.98,24.345122,1513444499,454860.14842421,385
1513444500,18652.0,18670.0,18550.0,18663.69,46.253103,1513445399,860159.36315196,658
1513445400,18600.08,18688.0,18564.02,18688.0,27.537794,1513446299,512452.42549424,432
1513446300,18655.02,18738.99,18655.0,18700.0,23.118987,1513447199,432077.00332847,426
1513447200,18700.0,18736.96,18648.5,18648.5,25.600618,1513448099,478472.47086136,386
1513448100,18648.31,18700.0,18602.01,18676.0,29.069182,1513448999,542059.5220763,290
1513449000,18635.55,18732.98,18635.55,18719.0,16.992111,1513449899,317902.46799901,302
1513449900,18700.0,18747.53,18660.03,18747.53,19.020157,1513450799,355984.73775323,263
1513450800,18747.52,18860.0,18747.52,18860.0,20.590164,1513451699,386779.99403511,344
1513451700,18860.0,18991.0,18852.0,18959.93,53.890456,1513452599,1018731.6387678,719
1513452600,18959.72,18993.03,18888.89,18945.0,40.248785,1513453499,761994.81567475,568
1513453500,18945.0,19219.0,18945.0,19219.0,62.605606,1513454399,1194873.7740521,826
1513454400,19219.0,19344.99,18989.56,19179.97,96.455737,1513455299,1855379.76567257,856
1513455300,19179.97,19200.0,18900.02,19153.0,58.810235,1513456199,1120981.72022049,823
1513456200,19152.98,19200.0,19050.0,19147.65,31.79465,1513457099,608727.81659102,615
1513457100,19110.06,19174.99,19050.0,19125.0,12.140478,1513457999,232194.33286039,320
1513458000,19125.0,19150.0,18901.0,18958.01,54.717599,1513458899,1039633.79390478,660
1513458900,18958.01,19145.0,18958.01,19145.0,30.717549,1513459799,585836.14768386,517
1513459800,19149.0,19299.0,19100.0,19200.0,16.864391,1513460699,323669.17616574,440
1513460700,19200.0,19222.57,19164.49,19200.0,18.988668,1513461599,364737.79611109,245
1513461600,19199.0,19199.0,19000.0,19118.87,34.353452,1513462499,657156.93980367,516
1513462500,19030.11,19220.0,19020.02,19220.0,23.955395,1513463399,458657.09328614,376
1513463400,19220.0,19449.99,19203.0,19420.0,36.988443,1513464299,714770.67991204,602
1513464300,19420.0,19448.95,19333.0,19410.0,44.355744,1513465199,859168.53611838,579
1513465200,19386.0,19479.0,19380.0,19449.96,24.903696,1513466099,483911.34807799,500
1513466100,19449.96,19539.0,19385.01,19474.41,41.470566,1513466999,807435.15413755,681
1513467000,19474.22,19486.88,19251.01,19303.0,37.572913,1513467899,728616.26323207,582
1513467900,19302.09,19324.0,18990.0,19102.66,53.921855,1513468799,1036002.01809152,717
1513468800,19120.19,19150.0,18825.84,19062.02,76.091669,1513469699,1443030.20921737,993
1513469700,19062.02,19229.0,19011.0,19200.19,42.903412,1513470599,820635.26762149,720
1513470600,19200.19,19228.99,19120.59,19150.02,37.144762,1513471499,711952.20585608,593
1513471500,19150.02,19177.97,18928.0,19044.0,71.662318,1513472399,1365286.91967916,766
1513472400,19044.0,19166.67,19020.0,19058.31,98.570531,1513473299,1878305.65218449,894
1513473300,19058.21,19143.65,19050.0,19050.0,87.271175,1513474199,1666238.22308808,802
1513474200,19050.0,19150.0,18888.88,18896.01,106.077383,1513475099,2016585.29986315,745
1513475100,18896.01,18960.02,18800.0,18901.73,103.927353,1513475999,1962790.34621926,837
1513476000,18901.74,19017.8,18839.37,18919.99,129.016981,1513476899,2436622.12043052,724
1513476900,18904.0,19301.15,18903.99,19170.0,60.135864,1513477799,1147557.77167155,746
1513477800,19141.2,19169.62,19002.01,19088.02,81.888429,1513478699,1563496.08795728,716
1513478700,19100.2,19139.0,19016.89,19100.81,73.275144,1513479599,1399510.33117266,626
1513479600,19100.8,19250.0,19100.34,19215.02,66.416427,1513480499,1272361.17482063,699
1513480500,19249.98,19339.54,19150.01,19153.0,86.262538,1513481399,1659034.94122005,922
1513481400,19153.01,19249.0,19050.02,19120.98,75.765866,1513482299,1449170.69465263,744
1513482300,19112.01,19132.0,19000.01,19017.75,131.433924,1513483199,2505055.77357355,823
1513483200,19017.75,19098.98,18945.13,18999.98,117.306509,1513484099,2231170.4216534,1042
1513484100,18999.98,19025.0,18898.98,18899.0,102.565078,1513484999,1944784.50006869,928
1513485000,18945.51,18980.0,18810.0,18812.36,95.827503,1513485899,1809868.42767483,951
1513485900,18844.26,18970.0,18812.37,18875.68,110.333286,1513486799,2080878.02987281,1004
1513486800,18969.11,19088.99,18875.41,18999.97,99.593595,1513487699,1889168.61551222,720
1513487700,19000.0,19099.1,18970.05,19000.0,113.077149,1513488599,2150679.02761436,802
1513488600,19000.0,19199.0,18970.0,19181.0,64.473014,1513489499,1230825.90899936,679
1513489500,19180.0,19222.21,19156.0,19168.5,83.675251,1513490399,1604151.35972208,701
1513490400,19166.5,19200.0,19055.05,19162.0,108.328031,1513491299,2073490.15852757,901
1513491300,19178.0,19222.21,19162.0,19200.0,61.957453,1513492199,1189181.47270941,775
1513492200,19190.0,19200.0,19100.08,19174.99,70.624072,1513493099,1354025.18959177,557
1513493100,19174.99,19222.22,19112.0,19222.22,79.810386,1513493999,1530321.28629655,605
1513494000,19222.22,19350.0,19201.0,19350.0,92.139255,1513494899,1777489.52276988,645
1513494900,19350.01,19420.0,19280.5,19400.0,72.77109,1513495799,1409077.27587743,746
1513495800,19408.99,19480.53,19380.0,19426.0,91.478087,1513496699,1777045.45703101,848
1513496700,19425.04,19495.0,19424.2,19462.98,75.918594,1513497599,1476572.35897368,757
1513497600,19495.0,19497.97,19440.51,19478.84,73.131418,1513498499,1423918.95838487,629
1513498500,19465.0,19500.0,19444.0,19447.76,67.378025,1513499399,1311122.198474,533
1513499400,19447.76,19493.29,19380.11,19423.0,66.067896,1513500299,1283235.18440842,853
1513500300,19427.0,19427.0,19200.0,19241.98,118.708369,1513501199,2290115.07943324,717
1513501200,19241.98,19300.94,19185.01,19269.99,78.449093,1513502099,1508988.75083348,626
1513502100,19269.99,19420.99,19250.0,19400.08,94.937168,1513502999,1833575.60124723,763
1513503000,19420.99,19460.05,19336.58,19395.0,81.641683,1513503899,1585069.07227036,727
1513503900,19394.27,19533.04,19394.27,19528.0,72.36578,1513504799,1408078.39915117,790
1513504800,19528.0,19533.04,19419.01,19443.1,71.850087,1513505699,1399333.16777906,697
1513505700,19443.1,19540.03,19420.01,19537.26,117.676075,1513506599,2293935.63421545,790
1513506600,19506.99,19540.04,19480.01,19529.99,65.010388,1513507499,1268685.85032639,713
1513507500,19529.99,19590.0,19490.01,19590.0,89.098221,1513508399,1742113.18257685,766
1513508400,19586.0,19680.0,19552.63,19577.02,73.302047,1513509299,1437931.67432321,1022
1513509300,19625.97,19625.99,19552.0,19590.09,103.333407,1513510199,2023954.27661719,855
1513510200,19571.15,19680.0,19561.2,19645.04,96.272351,1513511099,1886358.08810172,740
1513511100,19661.77,19710.0,19608.0,19709.5,89.79167,1513511999,1766250.21887905,834
1513512000,19709.5,19798.68,19680.2,19756.02,87.616697,1513512899,1730243.07063043,1076
1513512900,19756.0,19772.9,19662.38,19662.86,96.582994,1513513799,1902925.14212359,743
1513513800,19679.98,19705.0,19552.0,19560.49,135.010078,1513514699,2650569.79195912,1035
1513514700,19552.0,19560.49,19358.0,19358.0,162.610836,1513515599,3167319.39600428,1536
1513515600,19369.0,19413.0,19264.0,19412.82,120.764479,1513516499,2337419.18892962,1672
1513516500,19399.99,19600.0,19399.99,19505.98,101.233396,1513517399,1975229.66453654,1024
1513517400,19525.0,19579.43,19412.82,19539.99,55.799433,1513518299,1088235.64784883,678
1513518300,19529.13,19607.22,19520.26,19540.02,91.985272,1513519199,1799450.90541814,853
1513519200,19541.0,19565.99,19412.83,19520.0,102.982804,1513520099,2006837.66730273,742
1513520100,19516.0,19550.0,19413.0,19450.0,100.139658,1513520999,1949757.59093088,783
1513521000,19433.0,19509.0,19431.06,19461.8,107.403818,1513521899,2090278.83352645,566
1513521900,19450.03,19495.0,19100.0,19235.0,146.902694,1513522799,2836668.12979225,1068
1513522800,19202.0,19350.0,19200.5,19248.29,144.633526,1513523699,2787143.19119793,901
1513523700,19248.14,19248.14,18846.0,18940.0,156.145596,1513524599,2971174.6904733,1415
1513524600,18940.0,19200.0,18919.98,19160.23,122.194776,1513525499,2336199.52942214,1790
1513525500,19160.23,19229.0,19010.0,19220.0,72.541012,1513526399,1386717.21789569,1215
1513526400,19220.0,19394.0,19206.0,19329.8,81.258004,1513527299,1568272.02976549,1203
1513527300,19300.01,19330.0,19010.0,19050.0,84.951314,1513528199,1622777.44368384,1136
1513528200,19049.81,19150.21,19010.02,19128.49,92.772576,1513529099,1769850.46509666,913
1513529100,19128.98,19128.98,18825.0,18950.0,140.813802,1513529999,2667163.84094808,1277
1513530000,18946.66,19171.7,18922.02,19101.24,66.651271,1513530899,1271387.46684127,942
1513530900,19101.25,19123.0,19050.0,19070.01,55.200991,1513531799,1053269.22663676,593
1513531800,19070.01,19179.5,19068.08,19173.14,79.857605,1513532699,1528830.38780652,805
1513532700,19150.0,19219.54,19070.01,19130.0,83.422672,1513533599,1597938.44751333,919
1513533600,19130.0,19145.19,18909.0,18929.98,158.677169,1513534499,3019236.76658735,1190
1513534500,18967.45,19078.75,18909.0,19000.0,90.170075,1513535399,1711877.27998966,1001
1513535400,19000.0,19020.0,18909.13,18909.54,101.851433,1513536299,1931655.03043756,672
1513536300,18909.52,18982.0,18734.0,18742.0,114.58388,1513537199,2163782.6225549,1073
1513537200,18741.0,18900.0,18596.0,18718.27,97.238026,1513538099,1824820.0239456,909
1513538100,18776.5,18847.98,18523.0,18607.0,133.094519,1513538999,2481340.87803971,1063
1513539000,18621.0,18650.0,18525.0,18537.0,88.928977,1513539899,1650714.14852904,1012
1513539900,18536.7,18850.0,18536.7,18845.91,72.008957,1513540799,1345948.77108256,959
1513540800,18845.91,19140.0,18745.27,19055.98,137.949243,1513541699,2623423.26157476,1369
1513541700,19055.99,19200.0,18901.35,19098.99,170.652127,1513542599,3260315.78291931,1342
1513542600,19098.99,19099.99,18901.4,19098.44,94.436881,1513543499,1796346.51216642,895
1513543500,19098.98,19120.03,18950.01,19025.0,43.604436,1513544399,829649.31605136,557
1513544400,19019.7,19058.48,18901.0,18988.29,81.624255,1513545299,1548836.62488646,586
1513545300,18981.52,19089.0,18956.0,19015.04,59.436939,1513546199,1130857.34530975,690
1513546200,19000.04,19046.21,18927.0,18961.46,59.374945,1513547099,1125724.35981166,632
1513547100,18961.45,18999.99,18930.11,18979.97,45.753974,1513547999,867826.32243543,424
1513548000,18979.99,19090.2,18929.03,19050.49,91.091888,1513548899,1729297.54625023,528
1513548900,19050.49,19200.0,19050.11,19075.0,84.323729,1513549799,1612097.70214924,644
1513549800,19105.93,19300.91,19070.02,19300.91,85.66674,1513550699,1640733.2830317,696
1513550700,19300.91,19449.48,19139.0,19243.41,92.193272,1513551599,1780060.45290023,1022
1513551600,19271.73,19390.47,18700.0,19039.98,249.662148,1513552499,4737638.67797313,1801
1513552500,19069.25,19095.78,18510.0,18789.0,218.913961,1513553399,4105597.97979323,1863
1513553400,18720.01,18992.0,18600.0,18900.02,108.619449,1513554299,2037745.86290149,939
1513554300,18905.0,18939.0,18759.12,18860.02,81.1153,1513555199,1527226.58370203,763
1513555200,18860.04,18897.16,18711.09,18789.98,108.07059,1513556099,2032416.8920741,750
1513556100,18789.98,18790.0,18499.98,18500.0,113.054096,1513556999,2107944.13361017,945
1513557000,18510.0,18598.0,18210.0,18300.0,249.099156,1513557899,4578802.02679002,1814
1513557900,18300.0,18497.0,17800.1,17849.98,312.440455,1513558799,5656350.11038822,2565
1513558800,17810.0,18040.67,17029.98,17151.0,454.492873,1513559699,7945919.79243483,3567
1513559700,17151.0,17495.0,17030.0,17230.0,350.226095,1513560599,6032218.60721115,2816
1513560600,17230.0,17995.0,17227.01,17900.02,322.484978,1513561499,5696179.36603294,2682
1513561500,17900.03,18294.0,17801.0,18142.32,256.31669,1513562399,4622715.93439691,1734
1513562400,18142.32,18695.0,18129.98,18554.0,162.367776,1513563299,2983801.50308263,1730
1513563300,18554.0,18599.94,18287.52,18355.0,176.700404,1513564199,3256726.7503364,1229
1513564200,18355.0,18355.0,18000.0,18235.0,227.684175,1513565099,4133443.48336563,1498
1513565100,18293.62,18350.0,18112.0,18238.94,151.997665,1513565999,2767647.95430031,1000
1513566000,18189.98,18455.28,18189.98,18364.01,139.703692,1513566899,2563566.9797013,1323
1513566900,18364.01,18640.0,18364.01,18600.0,118.166936,1513567799,2188265.24630246,1017
1513567800,18559.02,18620.94,18350.0,18500.01,92.987493,1513568699,1718313.74165028,861
1513568700,18500.01,18610.0,18437.0,18570.03,53.078586,1513569599,982898.17646138,498
1513569600,18560.03,18729.19,18560.0,18602.49,105.155071,1513570499,1962966.93433347,992
1513570500,18627.0,18890.98,18556.22,18800.0,119.756082,1513571399,2240602.18845685,966
1513571400,18800.0,18988.0,18771.47,18800.01,106.493162,1513572299,2008231.22367943,874
1513572300,18800.04,18856.23,18656.76,18700.11,98.591204,1513573199,1850885.90174931,766
1513573200,18700.11,18775.08,18659.79,18690.0,128.689805,1513574099,2407919.42306502,1247
1513574100,18704.95,18899.0,18685.24,18828.15,98.699119,1513574999,1852556.47854235,972
1513575000,18829.5,18934.99,18755.02,18830.0,86.753638,1513575899,1633653.96925017,752
1513575900,18830.0,18974.51,18745.01,18920.15,93.669903,1513576799,1767732.0273804,1032
1513576800,18920.15,18997.75,18806.74,18900.16,94.120403,1513577699,1778098.41082723,799
1513577700,18900.16,19000.0,18900.16,19000.0,98.555975,1513578599,1869737.41490766,817
1513578600,18995.0,19006.61,18880.59,18929.26,83.681497,1513579499,1587854.52718509,628
1513579500,18929.24,19000.0,18875.05,18939.94,76.851649,1513580399,1454019.66757324,768
1513580400,18939.97,18949.0,18860.2,18879.5,69.499646,1513581299,1312918.26187944,501
1513581300,18880.0,18899.0,18801.0,18830.06,79.478387,1513582199,1498815.92177849,709
1513582200,18898.0,18898.25,18820.02,18833.5,73.997152,1513583099,1394742.11938122,516
1513583100,18855.0,18860.0,18510.0,18576.99,135.671505,1513583999,2535800.41925978,1021
1513584000,18576.99,18794.47,18575.99,18745.0,90.807022,1513584899,1697946.26553253,699
1513584900,18745.0,18789.99,18701.02,18730.38,74.528408,1513585799,1397490.70105489,636
1513585800,18730.39,18869.5,18700.0,18800.02,109.588538,1513586699,2054301.85264196,803
1513586700,18832.57,19046.0,18800.04,18901.43,112.424892,1513587599,2129212.10804191,1327
1513587600,18901.95,18996.22,18700.28,18711.0,128.039982,1513588499,2409283.41506546,983
1513588500,18710.97,18711.91,18510.0,18699.0,121.433314,1513589399,2259807.96042118,1063
1513589400,18685.0,18722.65,18510.05,18647.15,69.668708,1513590299,1298849.8982171,798
1513590300,18647.17,18784.77,18640.0,18680.48,69.107981,1513591199,1293108.84960278,785
1513591200,18680.48,18719.77,18656.98,18680.95,3.204599,1513592099,59882.18909787,78
1513592100,18719.77,18822.51,18657.22,18719.77,92.568982,1513592999,1735448.26248448,967
1513593000,18719.77,18867.08,18681.29,18855.8,88.054536,1513593899,1649757.055756,1017
1513593900,18792.18,18975.5,18725.0,18753.31,103.986262,1513594799,1958941.74268824,892
1513594800,18753.31,18906.83,18731.0,18898.98,101.259616,1513595699,1905075.99307285,752
